"","n_neighbors","n"
"1",4,1
"2",5,14
"3",6,25
"4",7,92
"5",8,209
"6",9,475
"7",10,1099
"8",11,2126
"9",12,2622
"10",13,1954
"11",14,946
"12",15,318
"13",16,93
"14",17,23
"15",18,3
