"","n_neighbors","n"
"1",4,1
"2",5,10
"3",6,27
"4",7,87
"5",8,211
"6",9,447
"7",10,1054
"8",11,2215
"9",12,2692
"10",13,1905
"11",14,906
"12",15,341
"13",16,76
"14",17,25
"15",18,3
