"","n_neighbors","n"
"1",5,7
"2",6,30
"3",7,83
"4",8,195
"5",9,442
"6",10,1082
"7",11,2189
"8",12,2793
"9",13,1812
"10",14,932
"11",15,336
"12",16,76
"13",17,19
"14",18,4
