"","n_neighbors","n"
"1",5,9
"2",6,26
"3",7,73
"4",8,203
"5",9,439
"6",10,1135
"7",11,2156
"8",12,2704
"9",13,1929
"10",14,901
"11",15,323
"12",16,74
"13",17,22
"14",18,5
"15",19,1
