"","n_neighbors","n"
"1",4,1
"2",5,6
"3",6,32
"4",7,85
"5",8,194
"6",9,422
"7",10,1167
"8",11,2139
"9",12,2705
"10",13,1908
"11",14,891
"12",15,331
"13",16,97
"14",17,17
"15",18,5
