"","n_neighbors","n"
"1",5,5
"2",6,26
"3",7,76
"4",8,204
"5",9,462
"6",10,1155
"7",11,2140
"8",12,2637
"9",13,1947
"10",14,914
"11",15,318
"12",16,87
"13",17,24
"14",18,5
