"","n_neighbors","n"
"1",4,1
"2",5,14
"3",6,36
"4",7,73
"5",8,211
"6",9,410
"7",10,1179
"8",11,2090
"9",12,2674
"10",13,1980
"11",14,900
"12",15,317
"13",16,96
"14",17,16
"15",18,3
