"","n_neighbors","n"
"1",4,3
"2",5,8
"3",6,26
"4",7,90
"5",8,184
"6",9,469
"7",10,1175
"8",11,2131
"9",12,2621
"10",13,1901
"11",14,919
"12",15,352
"13",16,94
"14",17,20
"15",18,6
"16",19,1
