"","n_neighbors","n"
"1",5,5
"2",6,26
"3",7,96
"4",8,197
"5",9,465
"6",10,1140
"7",11,2087
"8",12,2712
"9",13,1883
"10",14,970
"11",15,303
"12",16,91
"13",17,21
"14",18,4
