"","n_neighbors","n"
"1",4,4
"2",5,8
"3",6,21
"4",7,91
"5",8,204
"6",9,480
"7",10,1086
"8",11,2117
"9",12,2690
"10",13,1954
"11",14,928
"12",15,298
"13",16,89
"14",17,24
"15",18,5
"16",20,1
