"","n_neighbors","n"
"1",3,1
"2",4,3
"3",5,6
"4",6,30
"5",7,94
"6",8,198
"7",9,480
"8",10,1095
"9",11,2100
"10",12,2636
"11",13,2013
"12",14,934
"13",15,300
"14",16,84
"15",17,22
"16",18,4
