"","n_neighbors","n"
"1",4,2
"2",5,9
"3",6,36
"4",7,69
"5",8,196
"6",9,463
"7",10,1103
"8",11,2130
"9",12,2696
"10",13,1977
"11",14,906
"12",15,309
"13",16,86
"14",17,15
"15",18,3
