"","n_neighbors","n"
"1",4,2
"2",5,8
"3",6,34
"4",7,77
"5",8,207
"6",9,446
"7",10,1132
"8",11,2170
"9",12,2628
"10",13,1888
"11",14,971
"12",15,338
"13",16,81
"14",17,13
"15",18,4
"16",20,1
