"","n_neighbors","n"
"1",4,2
"2",5,7
"3",6,24
"4",7,82
"5",8,204
"6",9,460
"7",10,1111
"8",11,2131
"9",12,2694
"10",13,1933
"11",14,931
"12",15,329
"13",16,74
"14",17,14
"15",18,4
