"","n_neighbors","n"
"1",3,1
"2",5,5
"3",6,28
"4",7,94
"5",8,201
"6",9,427
"7",10,1170
"8",11,2099
"9",12,2674
"10",13,1956
"11",14,909
"12",15,327
"13",16,94
"14",17,12
"15",18,2
"16",19,1
