"","n_neighbors","n"
"1",3,1
"2",4,1
"3",5,6
"4",6,30
"5",7,97
"6",8,199
"7",9,451
"8",10,1065
"9",11,2197
"10",12,2672
"11",13,1945
"12",14,896
"13",15,322
"14",16,97
"15",17,16
"16",18,3
"17",19,1
"18",20,1
