"","n_neighbors","n"
"1",4,2
"2",5,9
"3",6,22
"4",7,85
"5",8,227
"6",9,442
"7",10,1058
"8",11,2210
"9",12,2667
"10",13,1959
"11",14,881
"12",15,308
"13",16,102
"14",17,22
"15",18,5
"16",19,1
