"","n_neighbors","n"
"1",5,8
"2",6,28
"3",7,73
"4",8,229
"5",9,478
"6",10,1107
"7",11,2152
"8",12,2601
"9",13,1960
"10",14,913
"11",15,329
"12",16,89
"13",17,22
"14",18,7
"15",19,4
