"","n_neighbors","n"
"1",5,3
"2",6,29
"3",7,91
"4",8,200
"5",9,475
"6",10,1100
"7",11,2128
"8",12,2674
"9",13,1945
"10",14,960
"11",15,277
"12",16,88
"13",17,22
"14",18,7
"15",19,1
