"","n_neighbors","n"
"1",5,7
"2",6,26
"3",7,88
"4",8,205
"5",9,454
"6",10,1101
"7",11,2187
"8",12,2655
"9",13,1918
"10",14,927
"11",15,307
"12",16,102
"13",17,19
"14",18,4
