"","n_neighbors","n"
"1",4,1
"2",5,8
"3",6,21
"4",7,95
"5",8,218
"6",9,423
"7",10,1133
"8",11,2103
"9",12,2753
"10",13,1863
"11",14,962
"12",15,312
"13",16,87
"14",17,18
"15",18,3
