"","n_neighbors","n"
"1",4,1
"2",5,7
"3",6,23
"4",7,91
"5",8,223
"6",9,465
"7",10,1084
"8",11,2173
"9",12,2615
"10",13,1949
"11",14,938
"12",15,304
"13",16,98
"14",17,23
"15",18,4
"16",19,2
