"","n_neighbors","n"
"1",3,1
"2",4,1
"3",5,5
"4",6,26
"5",7,98
"6",8,204
"7",9,432
"8",10,1113
"9",11,2162
"10",12,2721
"11",13,1846
"12",14,957
"13",15,322
"14",16,91
"15",17,15
"16",18,5
"17",19,1
