"","n_neighbors","n"
"1",3,1
"2",4,2
"3",5,9
"4",6,33
"5",7,76
"6",8,186
"7",9,453
"8",10,1149
"9",11,2110
"10",12,2691
"11",13,1956
"12",14,908
"13",15,323
"14",16,78
"15",17,24
"16",20,1
