"","n_neighbors","n"
"1",5,7
"2",6,31
"3",7,90
"4",8,198
"5",9,460
"6",10,1097
"7",11,2139
"8",12,2704
"9",13,1916
"10",14,923
"11",15,338
"12",16,72
"13",17,20
"14",18,5
