"","n_neighbors","n"
"1",4,2
"2",5,3
"3",6,24
"4",7,90
"5",8,186
"6",9,458
"7",10,1134
"8",11,2196
"9",12,2660
"10",13,1881
"11",14,916
"12",15,328
"13",16,94
"14",17,25
"15",18,2
"16",19,1
