"","n_neighbors","n"
"1",4,1
"2",5,10
"3",6,17
"4",7,79
"5",8,200
"6",9,449
"7",10,1157
"8",11,2146
"9",12,2637
"10",13,1979
"11",14,899
"12",15,322
"13",16,83
"14",17,16
"15",18,4
"16",19,1
