"","n_neighbors","n"
"1",5,6
"2",6,19
"3",7,85
"4",8,233
"5",9,443
"6",10,1143
"7",11,2086
"8",12,2715
"9",13,1897
"10",14,943
"11",15,323
"12",16,76
"13",17,26
"14",18,4
"15",20,1
