"","n_neighbors","n"
"1",5,8
"2",6,21
"3",7,78
"4",8,213
"5",9,484
"6",10,1146
"7",11,2115
"8",12,2622
"9",13,1927
"10",14,928
"11",15,358
"12",16,79
"13",17,14
"14",18,5
"15",19,2
