"","n_neighbors","n"
"1",4,2
"2",5,5
"3",6,17
"4",7,86
"5",8,212
"6",9,469
"7",10,1092
"8",11,2136
"9",12,2732
"10",13,1911
"11",14,905
"12",15,328
"13",16,79
"14",17,19
"15",18,4
"16",19,2
"17",20,1
