"","n_neighbors","n"
"1",4,1
"2",5,5
"3",6,34
"4",7,84
"5",8,203
"6",9,450
"7",10,1126
"8",11,2170
"9",12,2645
"10",13,1914
"11",14,939
"12",15,292
"13",16,103
"14",17,30
"15",18,3
"16",19,1
