"","n_neighbors","n"
"1",4,2
"2",5,7
"3",6,20
"4",7,90
"5",8,206
"6",9,481
"7",10,1127
"8",11,2123
"9",12,2603
"10",13,1986
"11",14,908
"12",15,327
"13",16,102
"14",17,17
"15",19,1
