"","n_neighbors","n"
"1",4,1
"2",5,5
"3",6,30
"4",7,110
"5",8,194
"6",9,440
"7",10,1120
"8",11,2139
"9",12,2665
"10",13,1923
"11",14,930
"12",15,328
"13",16,94
"14",17,17
"15",18,4
