"","n_neighbors","n"
"1",4,3
"2",5,9
"3",6,21
"4",7,81
"5",8,176
"6",9,464
"7",10,1179
"8",11,2104
"9",12,2664
"10",13,1953
"11",14,946
"12",15,292
"13",16,83
"14",17,23
"15",18,2
