"","n_neighbors","n"
"1",4,1
"2",5,6
"3",6,33
"4",7,84
"5",8,217
"6",9,445
"7",10,1093
"8",11,2197
"9",12,2629
"10",13,1897
"11",14,965
"12",15,320
"13",16,95
"14",17,17
"15",18,1
