"","n_neighbors","n"
"1",5,4
"2",6,28
"3",7,86
"4",8,214
"5",9,451
"6",10,1125
"7",11,2124
"8",12,2682
"9",13,1906
"10",14,959
"11",15,325
"12",16,74
"13",17,17
"14",18,3
"15",19,1
"16",20,1
