"","n_neighbors","n"
"1",4,4
"2",5,4
"3",6,22
"4",7,81
"5",8,194
"6",9,469
"7",10,1155
"8",11,2169
"9",12,2642
"10",13,1863
"11",14,929
"12",15,351
"13",16,100
"14",17,14
"15",18,2
"16",19,1
