"","n_neighbors","n"
"1",5,9
"2",6,28
"3",7,90
"4",8,183
"5",9,482
"6",10,1082
"7",11,2135
"8",12,2721
"9",13,1949
"10",14,885
"11",15,327
"12",16,86
"13",17,20
"14",18,3
