"","n_neighbors","n"
"1",3,1
"2",4,1
"3",5,6
"4",6,28
"5",7,76
"6",8,205
"7",9,425
"8",10,1166
"9",11,2133
"10",12,2696
"11",13,1926
"12",14,904
"13",15,323
"14",16,88
"15",17,16
"16",18,6
