"","n_neighbors","n"
"1",5,4
"2",6,24
"3",7,83
"4",8,207
"5",9,425
"6",10,1146
"7",11,2218
"8",12,2618
"9",13,1930
"10",14,899
"11",15,335
"12",16,93
"13",17,13
"14",18,3
"15",20,2
