"","n_neighbors","n"
"1",4,1
"2",5,6
"3",6,37
"4",7,99
"5",8,180
"6",9,438
"7",10,1164
"8",11,2090
"9",12,2692
"10",13,1945
"11",14,908
"12",15,328
"13",16,89
"14",17,18
"15",18,3
"16",19,2
