"","n_neighbors","n"
"1",5,4
"2",6,23
"3",7,78
"4",8,199
"5",9,458
"6",10,1131
"7",11,2220
"8",12,2633
"9",13,1861
"10",14,978
"11",15,302
"12",16,83
"13",17,25
"14",18,3
"15",19,2
