"","n_neighbors","n"
"1",4,2
"2",5,9
"3",6,29
"4",7,83
"5",8,203
"6",9,461
"7",10,1137
"8",11,2113
"9",12,2713
"10",13,1856
"11",14,926
"12",15,351
"13",16,95
"14",17,19
"15",18,3
