"","n_neighbors","n"
"1",5,4
"2",6,26
"3",7,85
"4",8,191
"5",9,455
"6",10,1130
"7",11,2169
"8",12,2662
"9",13,1915
"10",14,955
"11",15,309
"12",16,80
"13",17,16
"14",18,2
"15",19,1
