"","n_neighbors","n"
"1",4,1
"2",5,11
"3",6,29
"4",7,77
"5",8,215
"6",9,449
"7",10,1123
"8",11,2103
"9",12,2696
"10",13,1941
"11",14,921
"12",15,337
"13",16,77
"14",17,18
"15",18,2
