"","n_neighbors","n"
"1",4,1
"2",5,6
"3",6,25
"4",7,81
"5",8,216
"6",9,425
"7",10,1109
"8",11,2159
"9",12,2736
"10",13,1906
"11",14,935
"12",15,294
"13",16,73
"14",17,29
"15",18,5
