"","n_neighbors","n"
"1",4,1
"2",5,6
"3",6,26
"4",7,70
"5",8,251
"6",9,436
"7",10,1021
"8",11,2184
"9",12,2763
"10",13,1941
"11",14,893
"12",15,293
"13",16,88
"14",17,22
"15",18,5
