"","n_neighbors","n"
"1",4,1
"2",5,4
"3",6,29
"4",7,83
"5",8,214
"6",9,453
"7",10,1123
"8",11,2107
"9",12,2721
"10",13,1910
"11",14,906
"12",15,339
"13",16,95
"14",17,12
"15",18,3
