"","n_neighbors","n"
"1",4,1
"2",5,9
"3",6,22
"4",7,97
"5",8,201
"6",9,445
"7",10,1148
"8",11,2127
"9",12,2629
"10",13,1939
"11",14,956
"12",15,325
"13",16,81
"14",17,16
"15",18,4
