"","n_neighbors","n"
"1",4,1
"2",5,7
"3",6,27
"4",7,92
"5",8,199
"6",9,482
"7",10,1058
"8",11,2152
"9",12,2706
"10",13,1901
"11",14,955
"12",15,326
"13",16,69
"14",17,22
"15",18,3
