"","n_neighbors","n"
"1",4,1
"2",5,6
"3",6,21
"4",7,82
"5",8,224
"6",9,446
"7",10,1094
"8",11,2211
"9",12,2645
"10",13,1922
"11",14,894
"12",15,332
"13",16,96
"14",17,24
"15",18,1
"16",19,1
