"","n_neighbors","n"
"1",4,1
"2",5,1
"3",6,27
"4",7,92
"5",8,206
"6",9,461
"7",10,1115
"8",11,2217
"9",12,2575
"10",13,1894
"11",14,973
"12",15,331
"13",16,83
"14",17,17
"15",18,4
"16",19,3
