"","n_neighbors","n"
"1",4,1
"2",5,3
"3",6,30
"4",7,79
"5",8,213
"6",9,448
"7",10,1084
"8",11,2178
"9",12,2676
"10",13,1954
"11",14,913
"12",15,332
"13",16,73
"14",17,14
"15",18,2
