"","n_neighbors","n"
"1",4,2
"2",5,4
"3",6,28
"4",7,92
"5",8,204
"6",9,436
"7",10,1118
"8",11,2163
"9",12,2720
"10",13,1853
"11",14,936
"12",15,329
"13",16,93
"14",17,18
"15",18,3
"16",19,1
