"","n_neighbors","n"
"1",4,1
"2",5,5
"3",6,36
"4",7,84
"5",8,196
"6",9,481
"7",10,1154
"8",11,2093
"9",12,2641
"10",13,1888
"11",14,984
"12",15,329
"13",16,81
"14",17,19
"15",18,7
"16",19,1
