"","n_neighbors","n"
"1",3,1
"2",4,1
"3",5,2
"4",6,34
"5",7,97
"6",8,194
"7",9,439
"8",10,1120
"9",11,2220
"10",12,2573
"11",13,1947
"12",14,927
"13",15,340
"14",16,78
"15",17,19
"16",18,7
"17",19,1
