"","n_neighbors","n"
"1",4,2
"2",5,8
"3",6,32
"4",7,83
"5",8,196
"6",9,486
"7",10,1092
"8",11,2106
"9",12,2679
"10",13,1958
"11",14,937
"12",15,331
"13",16,67
"14",17,16
"15",18,7
