"","n_neighbors","n"
"1",5,7
"2",6,31
"3",7,100
"4",8,215
"5",9,453
"6",10,1087
"7",11,2128
"8",12,2660
"9",13,1965
"10",14,915
"11",15,318
"12",16,101
"13",17,14
"14",18,5
"15",19,1
