"","n_neighbors","n"
"1",4,5
"2",5,5
"3",6,33
"4",7,78
"5",8,195
"6",9,471
"7",10,1136
"8",11,2187
"9",12,2615
"10",13,1845
"11",14,949
"12",15,370
"13",16,92
"14",17,16
"15",18,3
