"","n_neighbors","n"
"1",5,9
"2",6,22
"3",7,93
"4",8,188
"5",9,475
"6",10,1080
"7",11,2197
"8",12,2623
"9",13,1971
"10",14,929
"11",15,310
"12",16,80
"13",17,20
"14",18,2
"15",19,1
