"","n_neighbors","n"
"1",5,5
"2",6,23
"3",7,99
"4",8,203
"5",9,419
"6",10,1115
"7",11,2177
"8",12,2703
"9",13,1915
"10",14,922
"11",15,318
"12",16,73
"13",17,25
"14",18,3
