"","n_neighbors","n"
"1",4,2
"2",5,3
"3",6,25
"4",7,90
"5",8,215
"6",9,475
"7",10,1081
"8",11,2149
"9",12,2681
"10",13,1918
"11",14,920
"12",15,316
"13",16,98
"14",17,24
"15",18,2
"16",19,1
