"","n_neighbors","n"
"1",3,1
"2",4,1
"3",5,7
"4",6,26
"5",7,74
"6",8,212
"7",9,406
"8",10,1164
"9",11,2205
"10",12,2631
"11",13,1925
"12",14,909
"13",15,328
"14",16,91
"15",17,17
"16",18,2
"17",19,1
