"","n_neighbors","n"
"1",4,5
"2",5,7
"3",6,25
"4",7,84
"5",8,210
"6",9,461
"7",10,1131
"8",11,2136
"9",12,2641
"10",13,1909
"11",14,947
"12",15,327
"13",16,92
"14",17,19
"15",18,5
"16",19,1
